Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode
10854,4/10/2025,Mahika Basu,West,Goa,Beauty,Face Cream,Face Cream Quam,3,36710,0,110130,11996.75,UPI
10855,10/15/2024,Rasha Halder,East,Guwahati,Books,Fiction,Fiction Doloremque,4,62439,20,199804.8,37461.85,COD
10856,1/3/2025,Kavya Goyal,West,Ahmedabad,Home Decor,Wall Art,Wall Art Voluptatem,3,56731,5,161683.35,31500.94,Debit Card
10857,2/24/2024,Miraan Sibal,South,Coimbatore,Home Decor,Vase,Vase Non,2,3438,0,6876,407.36,Net Banking
10858,6/9/2024,Indranil Mahal,South,Bangalore,Electronics,Headphones,Headphones A,4,25172,15,85584.8,19249.24,Net Banking
10859,7/22/2024,Indrajit Butala,North,Jaipur,Home Decor,Lamp,Lamp Suscipit,5,74116,5,352051,41927.76,Debit Card
10860,2/18/2025,Adah Konda,West,Ahmedabad,Electronics,Laptop,Laptop Doloremque,1,45790,20,36632,6295.03,Debit Card
10861,2/15/2024,Pari Kurian,West,Surat,Sports,Cricket Bat,Cricket Bat Neque,4,13162,20,42118.4,4400.09,COD
10862,11/8/2024,Saanvi Vora,East,Kolkata,Furniture,Table,Table Molestias,3,11327,20,27184.8,5963.27,Net Banking
10863,6/1/2024,Dishani Baral,North,Jaipur,Sports,Football,Football Natus,1,35971,10,32373.9,2879.74,Credit Card
10864,10/4/2023,Mehul Chakrabarti,North,Lucknow,Sports,Yoga Mat,Yoga Mat Eum,1,7176,10,6458.4,724.54,Debit Card
10865,12/1/2024,Adah Tandon,East,Patna,Kitchen,Refrigerator,Refrigerator Reprehenderit,1,48244,20,38595.2,2284.8,UPI
10866,5/30/2025,Yakshit Din,South,Thiruvananthapuram,Books,Textbook,Textbook Fugiat,3,43938,0,131814,22925.81,UPI
10867,10/21/2023,Vaibhav Rana,East,Patna,Home Decor,Clock,Clock Debitis,3,36244,20,86985.6,20603.82,COD
10868,5/29/2025,Himmat Ahluwalia,East,Bhubaneswar,Kitchen,Mixer Grinder,Mixer Grinder Laborum,3,48711,15,124213.05,30220.19,Net Banking
10869,12/19/2024,Aradhya Bansal,North,Chandigarh,Books,Biography,Biography Odio,4,26860,10,96696,6498.8,UPI
10870,5/6/2025,Dishani Wali,West,Pune,Furniture,Table,Table Animi,5,4499,5,21370.25,4191.3,Debit Card
10871,1/28/2024,Ritvik Ramakrishnan,West,Goa,Kitchen,Mixer Grinder,Mixer Grinder Tempora,1,69530,0,69530,10563.19,Credit Card
10872,1/11/2025,Renee Sanghvi,East,Bhubaneswar,Furniture,Cabinet,Cabinet Quos,3,42821,20,102770.4,16063.07,Debit Card
10873,6/20/2025,Vidur Dora,South,Bangalore,Furniture,Sofa,Sofa Voluptates,2,49734,20,79574.4,6280.86,Credit Card
10874,11/29/2023,Sara Warrior,West,Pune,Books,Fiction,Fiction Excepturi,3,23767,0,71301,17209.99,Credit Card
10875,4/19/2024,Ivan Acharya,North,Lucknow,Groceries,Spices,Spices Officia,4,29484,5,112039.2,22202.54,Debit Card
10876,12/28/2023,Badal Chana,North,Lucknow,Toys,Puzzle,Puzzle Saepe,1,24131,5,22924.45,4044.19,Credit Card
10877,3/23/2025,Hrishita Atwal,West,Surat,Groceries,Wheat,Wheat Voluptate,5,72158,20,288632,67741.6,UPI
10878,5/10/2024,Aniruddh Sarin,North,Amritsar,Groceries,Rice,Rice A,5,78382,0,391910,34000.6,Debit Card
10879,12/24/2024,Arhaan Khatri,South,Thiruvananthapuram,Beauty,Face Cream,Face Cream Dicta,2,15328,10,27590.4,3553.54,Credit Card
10880,2/25/2025,Lagan Cherian,North,Jaipur,Furniture,Table,Table Ab,1,21650,0,21650,1194.52,Credit Card
10881,8/4/2025,Anvi Sangha,North,Amritsar,Electronics,Laptop,Laptop Numquam,5,3982,15,16923.5,2826.72,Debit Card
10882,6/22/2025,Tushar Koshy,West,Ahmedabad,Groceries,Oil,Oil Et,4,36442,20,116614.4,22352.77,Debit Card
10883,5/12/2024,Damini Gupta,South,Bangalore,Books,Non-Fiction,Non-Fiction Hic,3,65177,0,195531,40405.96,Debit Card
10884,9/6/2024,Anahi Sarin,North,Delhi,Furniture,Table,Table Ex,2,38532,0,77064,15432.77,Credit Card
10885,11/5/2024,Jayant Chada,East,Ranchi,Toys,RC Car,RC Car Deserunt,2,61447,0,122894,24583.44,Debit Card
10886,6/27/2024,Vaibhav Bhalla,North,Chandigarh,Sports,Dumbbells,Dumbbells Fugiat,2,24144,5,45873.6,7741.13,Credit Card
10887,11/3/2024,Anya Lata,West,Pune,Toys,Doll,Doll Accusamus,4,39637,15,134765.8,31634.91,UPI
10888,12/31/2023,Aarav Barad,East,Bhubaneswar,Groceries,Rice,Rice Alias,3,52303,0,156909,15346.43,Debit Card
10889,12/29/2023,Navya Chanda,North,Chandigarh,Sports,Tennis Racket,Tennis Racket Harum,3,15965,20,38316,8371.34,COD
10890,6/19/2025,Ryan Kurian,East,Guwahati,Books,Comics,Comics Et,3,34245,20,82188,6456.39,Credit Card
10891,1/30/2025,Jayant Khurana,West,Ahmedabad,Beauty,Face Cream,Face Cream Numquam,2,27956,20,44729.6,4589.92,COD
10892,8/23/2025,Inaaya  Kannan,South,Bangalore,Furniture,Chair,Chair Quae,4,53754,15,182763.6,16630.87,COD
10893,3/5/2025,Manjari Rao,South,Chennai,Beauty,Face Cream,Face Cream Aliquid,4,64233,5,244085.4,33740.64,Net Banking
10894,3/14/2025,Seher Gole,West,Goa,Groceries,Spices,Spices Dolorem,1,35267,5,33503.65,1998.5,COD
10895,12/4/2023,Fateh Madan,West,Surat,Books,Textbook,Textbook Corporis,4,66741,10,240267.6,47396.38,UPI
10896,5/15/2025,Kiaan Goyal,West,Goa,Electronics,Mobile,Mobile Nesciunt,5,53730,0,268650,37731.64,Net Banking
10897,11/5/2024,Manjari Sane,South,Bangalore,Home Decor,Vase,Vase Esse,1,77774,10,69996.6,9559.86,Net Banking
10898,8/6/2025,Arnav Ravi,North,Chandigarh,Home Decor,Lamp,Lamp At,1,46963,5,44614.85,3061.39,Credit Card
10899,9/4/2024,Madhup Dhar,South,Coimbatore,Home Decor,Wall Art,Wall Art Labore,5,19167,15,81459.75,5976.36,COD
10900,11/26/2023,Kartik Sant,East,Bhubaneswar,Books,Biography,Biography Libero,5,44635,20,178540,43517.31,Debit Card
10901,1/5/2024,Mohanlal Deshmukh,South,Thiruvananthapuram,Books,Comics,Comics Dolor,4,28307,20,90582.4,18514.42,Credit Card
10902,5/27/2024,Saira Balay,South,Thiruvananthapuram,Books,Textbook,Textbook Laboriosam,2,53120,5,100928,23331.27,COD
10903,6/5/2024,Divij Bawa,South,Thiruvananthapuram,Kitchen,Refrigerator,Refrigerator Iusto,2,64209,10,115576.2,15642.85,COD
10904,8/30/2025,Misha Raman,West,Surat,Clothing,Accessories,Accessories Corporis,3,36891,0,110673,27609.5,Credit Card
10905,2/18/2024,Arhaan Raja,West,Ahmedabad,Electronics,Smartwatch,Smartwatch Placeat,5,64401,10,289804.5,38368.67,Debit Card
10906,11/22/2023,Kimaya Vala,South,Hyderabad,Furniture,Sofa,Sofa Odit,5,46147,0,230735,24814.54,UPI
10907,7/22/2024,Arhaan Basu,West,Ahmedabad,Books,Non-Fiction,Non-Fiction Inventore,4,72703,20,232649.6,20110.21,COD
10908,5/27/2024,Dhanuk Talwar,West,Ahmedabad,Electronics,Mobile,Mobile Cupiditate,2,56884,0,113768,18563.22,Debit Card
10909,10/30/2024,Jivin Sarkar,South,Thiruvananthapuram,Beauty,Shampoo,Shampoo Hic,1,7059,20,5647.2,1409.46,UPI
10910,3/25/2024,Riya Ghose,North,Lucknow,Electronics,Camera,Camera Repellendus,5,76437,0,382185,20628.52,UPI
10911,9/15/2025,Reyansh Sahni,North,Jaipur,Sports,Tennis Racket,Tennis Racket Consequuntur,3,8547,0,25641,3075.2,UPI
10912,12/17/2023,Lakshay Bobal,West,Ahmedabad,Sports,Dumbbells,Dumbbells Illum,1,17575,5,16696.25,1664.8,COD
10913,9/29/2024,Armaan Shukla,East,Patna,Electronics,Smartwatch,Smartwatch Illum,2,40709,10,73276.2,14441.79,COD
10914,6/8/2024,Ojas D’Alia,South,Chennai,Books,Comics,Comics Atque,4,69766,0,279064,36617.59,COD
10915,11/24/2024,Riya Dada,East,Bhubaneswar,Clothing,Women's Wear,Women's Wear Tenetur,1,26961,0,26961,2534.59,UPI
10916,7/6/2025,Jhanvi Raval,North,Amritsar,Kitchen,Mixer Grinder,Mixer Grinder Incidunt,1,72134,5,68527.3,4229.23,COD
10917,3/8/2024,Indrans Bakshi,East,Kolkata,Groceries,Spices,Spices Dolor,2,8492,5,16134.8,3039.15,COD
10918,12/27/2023,Tanya Shenoy,West,Goa,Furniture,Cabinet,Cabinet Est,3,2591,0,7773,1805.64,COD
10919,8/31/2024,Arnav Sidhu,West,Ahmedabad,Sports,Cricket Bat,Cricket Bat Incidunt,5,28751,20,115004,9548.04,Debit Card
10920,8/19/2025,Khushi Rana,East,Patna,Books,Biography,Biography Iusto,2,60999,20,97598.4,20702.55,COD
10921,1/6/2025,Raghav Khurana,East,Guwahati,Beauty,Lipstick,Lipstick Unde,4,24570,0,98280,7433.84,Net Banking
10922,9/1/2025,Tara Sharaf,South,Hyderabad,Home Decor,Wall Art,Wall Art Quos,5,5260,10,23670,4727.76,Credit Card
10923,6/21/2024,Hiran Buch,North,Delhi,Furniture,Bed,Bed Iusto,1,71109,10,63998.1,4593.02,Debit Card
10924,5/26/2025,Vaibhav Sarraf,West,Surat,Clothing,Accessories,Accessories Alias,4,8185,10,29466,2215.8,Debit Card
10925,12/30/2024,Eshani Sahota,South,Thiruvananthapuram,Kitchen,Juicer,Juicer Vero,5,46434,5,220561.5,48660.78,Net Banking
10926,3/27/2025,Stuvan Dayal,North,Jaipur,Groceries,Sugar,Sugar Dolor,1,33125,0,33125,6898.31,UPI
10927,9/11/2025,Damini Majumdar,West,Goa,Furniture,Cabinet,Cabinet Nihil,1,17599,0,17599,1392.83,UPI
10928,2/14/2025,Vritika Subramaniam,North,Lucknow,Kitchen,Juicer,Juicer Blanditiis,5,46729,10,210280.5,42654.73,COD
10929,10/27/2023,Kanav Chaudhari,North,Lucknow,Furniture,Sofa,Sofa Aut,5,23052,5,109497,12674.21,COD
10930,6/17/2024,Taran Karan,West,Mumbai,Kitchen,Juicer,Juicer Laboriosam,5,27728,20,110912,9667.72,COD
10931,4/20/2024,Taran Goyal,East,Kolkata,Electronics,Smartwatch,Smartwatch Ut,4,37863,5,143879.4,27406.72,Credit Card
10932,8/29/2025,Lakshay Dasgupta,West,Pune,Electronics,Camera,Camera Iusto,3,49016,0,147048,31514.86,UPI
10933,3/5/2024,Yasmin Shroff,South,Chennai,Electronics,Headphones,Headphones Esse,5,590,20,2360,380.11,Debit Card
10934,12/8/2023,Taran Singh,North,Delhi,Kitchen,Cookware Set,Cookware Set Praesentium,4,28798,15,97913.2,19892.34,UPI
10935,5/25/2025,Hunar Wason,East,Patna,Kitchen,Microwave,Microwave Molestiae,5,28787,5,136738.25,26610.04,UPI
10936,8/31/2025,Saanvi Raj,East,Patna,Groceries,Rice,Rice Dicta,2,67125,0,134250,22469.48,Credit Card
10937,2/10/2024,Jayesh Thakkar,West,Mumbai,Books,Biography,Biography Similique,5,41701,15,177229.25,36719.2,Net Banking
10938,10/25/2024,Hrishita Chana,North,Amritsar,Home Decor,Vase,Vase Eveniet,1,35822,20,28657.6,1832.41,Credit Card
10939,4/4/2025,Anya Sarraf,North,Jaipur,Groceries,Oil,Oil Nihil,3,67696,15,172624.8,20223.28,UPI
10940,8/9/2024,Lavanya Yogi,North,Lucknow,Clothing,Shoes,Shoes Incidunt,3,35108,5,100057.8,18468.25,Credit Card
10941,1/1/2024,Indranil Char,South,Coimbatore,Sports,Cricket Bat,Cricket Bat Distinctio,3,15767,20,37840.8,8626.75,Net Banking
10942,5/28/2024,Gokul Chacko,South,Hyderabad,Home Decor,Wall Art,Wall Art Saepe,5,47154,15,200404.5,47036.01,COD
10943,9/14/2025,Samarth Subramaniam,East,Bhubaneswar,Beauty,Lipstick,Lipstick Autem,2,38993,10,70187.4,8192.39,UPI
10944,7/28/2025,Himmat Srinivasan,South,Chennai,Toys,Puzzle,Puzzle Illo,5,32264,20,129056,28396.22,Credit Card
10945,10/23/2024,Rati Dayal,East,Guwahati,Beauty,Perfume,Perfume Ipsam,3,25698,20,61675.2,10994.61,Credit Card
10946,1/2/2024,Ranbir Cheema,South,Bangalore,Groceries,Sugar,Sugar Quasi,3,43427,0,130281,7739.61,Net Banking
10947,4/4/2024,Dhanuk Chawla,West,Mumbai,Toys,Puzzle,Puzzle Ex,1,8403,20,6722.4,1422.03,Credit Card
10948,11/20/2024,Jivika Vohra,West,Pune,Toys,RC Car,RC Car Natus,5,56992,15,242216,51974.15,Debit Card
10949,11/17/2023,Kiaan Golla,North,Jaipur,Groceries,Spices,Spices Officiis,2,40833,15,69416.1,10821.74,Debit Card
10950,7/13/2025,Shayak Kannan,South,Bangalore,Clothing,Women's Wear,Women's Wear Optio,5,1794,5,8521.5,1574.14,UPI
10951,4/17/2024,Shanaya Raja,North,Amritsar,Home Decor,Wall Art,Wall Art Eius,4,30707,5,116686.6,23786.99,COD
10952,9/5/2025,Vardaniya Vala,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Sequi,2,39583,0,79166,16368.63,UPI
10953,9/16/2025,Nitara Saraf,South,Hyderabad,Groceries,Sugar,Sugar Nostrum,3,64683,5,184346.55,27785.76,UPI
10954,10/15/2024,Eshani Dora,West,Mumbai,Home Decor,Lamp,Lamp Nostrum,4,46303,0,185212,45900.32,COD
10955,1/15/2024,Lavanya Ahuja,West,Pune,Clothing,Kids Wear,Kids Wear Velit,5,51908,15,220609,29884.88,Debit Card
10956,11/11/2024,Kabir Bajwa,West,Ahmedabad,Furniture,Sofa,Sofa Voluptatibus,3,42898,10,115824.6,23231.6,COD
10957,3/12/2024,Anahi Upadhyay,North,Lucknow,Books,Fiction,Fiction Quisquam,3,22522,20,54052.8,3842.98,Credit Card
10958,2/16/2024,Alisha Balakrishnan,South,Bangalore,Furniture,Bed,Bed Sit,3,48529,15,123748.95,9391.17,COD
10959,4/15/2024,Trisha Tiwari,East,Guwahati,Books,Biography,Biography Qui,1,62920,15,53482,4786.7,Credit Card
10960,8/20/2024,Aaina Ramaswamy,North,Jaipur,Kitchen,Refrigerator,Refrigerator Fuga,5,19156,10,86202,6240.3,UPI
10961,3/1/2025,Ranbir Khanna,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Magni,2,11858,0,23716,1920.82,COD
10962,2/21/2025,Mishti Venkatesh,East,Patna,Kitchen,Mixer Grinder,Mixer Grinder Cumque,2,21444,10,38599.2,6237.98,COD
10963,6/17/2024,Ehsaan Shanker,South,Chennai,Furniture,Sofa,Sofa Temporibus,1,23826,0,23826,5582.01,COD
10964,10/18/2024,Dhanuk Ratti,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Maxime,2,63728,20,101964.8,18543.85,UPI
10965,6/15/2024,Saira Sastry,East,Bhubaneswar,Toys,Action Figure,Action Figure Ipsum,4,52831,20,169059.2,27423.41,Debit Card
10966,5/2/2025,Ritvik Dua,West,Mumbai,Books,Comics,Comics Distinctio,2,3692,10,6645.6,916.28,Credit Card
10967,1/23/2025,Shray Sundaram,South,Bangalore,Beauty,Perfume,Perfume Soluta,2,23824,0,47648,4557.06,UPI
10968,11/9/2023,Inaaya  Mand,North,Amritsar,Sports,Yoga Mat,Yoga Mat Et,2,64141,0,128282,19421.47,Net Banking
10969,1/28/2024,Shlok Gade,West,Pune,Kitchen,Juicer,Juicer Magni,3,57675,15,147071.25,29649.75,UPI
10970,11/27/2024,Indrajit Reddy,South,Coimbatore,Sports,Football,Football Aliquid,1,67999,10,61199.1,12278.12,UPI
10971,9/22/2025,Tushar Sankaran,West,Ahmedabad,Groceries,Rice,Rice Facilis,5,46134,15,196069.5,24398.52,Net Banking
10972,12/28/2024,Jhanvi Subramaniam,South,Chennai,Kitchen,Refrigerator,Refrigerator Magni,1,42919,15,36481.15,3113.28,Net Banking
10973,12/4/2023,Rati Dhar,West,Ahmedabad,Home Decor,Vase,Vase Debitis,4,5565,0,22260,3227.59,Credit Card
10974,1/6/2024,Taran Chahal,West,Pune,Home Decor,Wall Art,Wall Art Dolores,2,12508,5,23765.2,1926.46,COD
10975,11/23/2024,Vritika Dube,West,Goa,Kitchen,Cookware Set,Cookware Set Natus,4,37919,20,121340.8,11472.37,COD
10976,5/11/2025,Kavya Mahal,North,Chandigarh,Furniture,Bed,Bed Consequuntur,2,65319,15,111042.3,13068.28,Net Banking
10977,3/6/2024,Vaibhav Dhar,East,Bhubaneswar,Electronics,Headphones,Headphones Aperiam,4,74837,10,269413.2,47063.23,Net Banking
10978,1/11/2025,Jayan Hari,West,Pune,Furniture,Chair,Chair Quo,1,20353,15,17300.05,1476.21,UPI
10979,8/7/2025,Keya Kunda,North,Chandigarh,Sports,Football,Football Hic,4,46114,20,147564.8,11329.56,COD
10980,5/7/2025,Vardaniya Ramachandran,South,Chennai,Kitchen,Cookware Set,Cookware Set Quaerat,5,19536,5,92796,10050.59,COD
10981,1/6/2024,Ryan Mand,West,Ahmedabad,Sports,Tennis Racket,Tennis Racket Omnis,3,71574,10,193249.8,37738.28,COD
10982,4/20/2024,Devansh Sethi,South,Chennai,Kitchen,Mixer Grinder,Mixer Grinder Et,2,73647,15,125199.9,8827,Debit Card
10983,12/10/2024,Tejas Ramachandran,South,Hyderabad,Toys,Puzzle,Puzzle In,3,23933,10,64619.1,13758.87,Net Banking
10984,2/24/2025,Pranay Mahal,West,Ahmedabad,Books,Non-Fiction,Non-Fiction Tenetur,2,55950,20,89520,11391.53,Debit Card
10985,1/26/2024,Ira Andra,West,Mumbai,Groceries,Wheat,Wheat Sit,4,28177,15,95801.8,11204.61,UPI
10986,9/22/2025,Himmat Bahri,South,Thiruvananthapuram,Beauty,Foundation,Foundation Temporibus,2,10700,20,17120,1933.29,Credit Card
10987,4/18/2025,Vihaan Kannan,South,Chennai,Books,Non-Fiction,Non-Fiction Quod,1,20838,0,20838,5084.45,Net Banking
10988,2/18/2024,Vihaan Varty,East,Guwahati,Clothing,Accessories,Accessories Ipsum,4,31324,5,119031.2,22802.84,Credit Card
10989,7/23/2025,Ayesha Srinivas,North,Lucknow,Furniture,Bed,Bed Tempora,4,2521,10,9075.6,1480.11,UPI
10990,8/10/2024,Hansh Chaudhuri,East,Bhubaneswar,Toys,Puzzle,Puzzle Soluta,2,55051,15,93586.7,20925.31,Credit Card
10991,1/4/2024,Aarush Bahl,East,Bhubaneswar,Books,Fiction,Fiction Laborum,4,73288,10,263836.8,56203.35,Debit Card
10992,12/6/2024,Rati Bhatti,East,Guwahati,Groceries,Oil,Oil Exercitationem,4,29212,20,93478.4,10820.44,Credit Card
10993,6/5/2025,Shanaya Chaudry,West,Surat,Groceries,Sugar,Sugar Similique,5,47142,5,223924.5,13670.89,Credit Card
10994,10/21/2023,Anay Upadhyay,East,Bhubaneswar,Toys,Board Game,Board Game Tempora,5,42907,10,193081.5,16436.26,Net Banking
10995,9/14/2024,Darshit Keer,West,Mumbai,Books,Biography,Biography Sint,1,28656,5,27223.2,5327.56,Debit Card
10996,5/29/2024,Umang Iyengar,North,Amritsar,Toys,RC Car,RC Car Animi,2,11948,5,22701.2,5387.57,COD
10997,5/7/2025,Zain Wadhwa,South,Chennai,Kitchen,Cookware Set,Cookware Set Harum,3,8530,15,21751.5,3356.24,UPI
10998,8/9/2024,Saira Ratti,North,Chandigarh,Clothing,Kids Wear,Kids Wear Eveniet,2,35370,15,60129,7808.18,COD
10999,7/7/2025,Zara Sinha,South,Coimbatore,Groceries,Sugar,Sugar Nihil,5,1101,10,4954.5,683.19,UPI
11000,5/10/2025,Anahi Rao,South,Bangalore,Books,Fiction,Fiction Nisi,3,78111,5,222616.35,11985.08,UPI
11001,2/4/2024,Miraya Jha,South,Coimbatore,Groceries,Wheat,Wheat Necessitatibus,1,21585,15,18347.25,2938.7,UPI
11002,11/27/2023,Farhan Kata,North,Lucknow,Groceries,Spices,Spices Dolores,1,75335,15,64034.75,13472.26,Debit Card
11003,2/16/2024,Mehul Suri,North,Jaipur,Beauty,Lipstick,Lipstick Molestias,2,51288,20,82060.8,7654.7,Debit Card
11004,1/29/2024,Tarini Ganesan,North,Chandigarh,Books,Comics,Comics Nesciunt,2,38765,10,69777,5260.27,Credit Card
11005,12/20/2024,Nitya Dayal,West,Surat,Electronics,Camera,Camera Vel,2,79251,5,150576.9,18926.24,COD
11006,5/16/2024,Inaaya  Sinha,West,Goa,Clothing,Shoes,Shoes Sapiente,4,13384,15,45505.6,5533.46,Credit Card
11007,12/8/2024,Eva Deshpande,South,Thiruvananthapuram,Groceries,Wheat,Wheat Magni,3,66276,5,188886.6,17971.48,Credit Card
11008,3/10/2024,Shanaya Gill,West,Ahmedabad,Toys,Doll,Doll Voluptatem,3,58549,20,140517.6,7625.21,Net Banking
11009,11/9/2023,Keya Goswami,East,Bhubaneswar,Sports,Yoga Mat,Yoga Mat Dolor,5,57314,15,243584.5,33129.89,Net Banking
11010,6/22/2024,Raghav Gala,East,Guwahati,Furniture,Bed,Bed Laudantium,1,64511,15,54834.35,7152.58,Debit Card
11011,6/15/2025,Neysa Chacko,North,Jaipur,Home Decor,Vase,Vase Quia,2,9742,15,16561.4,3249.54,UPI
11012,2/3/2024,Chirag Banik,West,Goa,Sports,Yoga Mat,Yoga Mat Sed,3,9940,20,23856,1667.57,Credit Card
11013,10/14/2023,Nirvaan Bhargava,South,Bangalore,Home Decor,Vase,Vase Dolorum,3,21730,5,61930.5,12070.69,COD
11014,2/14/2024,Ayesha Dani,South,Coimbatore,Groceries,Sugar,Sugar Labore,1,28841,10,25956.9,2731.44,Net Banking
11015,10/1/2024,Adira Tank,North,Amritsar,Kitchen,Cookware Set,Cookware Set Ipsum,4,64221,15,218351.4,27349.58,UPI
11016,12/16/2023,Romil Mall,East,Guwahati,Toys,RC Car,RC Car Reiciendis,3,46947,15,119714.85,10320.87,COD
11017,9/2/2025,Vritika Divan,North,Amritsar,Books,Comics,Comics Quo,3,68003,5,193808.55,22075.6,Net Banking
11018,9/9/2024,Stuvan Saxena,West,Mumbai,Furniture,Bed,Bed Repellendus,3,54327,10,146682.9,24928.05,Credit Card
11019,4/30/2024,Aarna Anand,North,Chandigarh,Beauty,Face Cream,Face Cream Reiciendis,5,36812,20,147248,11285.43,UPI
11020,12/3/2024,Elakshi Mall,East,Kolkata,Clothing,Shoes,Shoes Vitae,3,53353,5,152056.05,28118.74,Debit Card
11021,5/7/2024,Taimur Kapoor,West,Goa,Home Decor,Lamp,Lamp Sequi,2,69395,20,111032,27244.71,Credit Card
11022,6/30/2024,Tejas Jayaraman,North,Jaipur,Kitchen,Microwave,Microwave Perferendis,5,34804,10,156618,36975.33,UPI
11023,10/28/2023,Farhan Kumar,West,Surat,Furniture,Chair,Chair Dolores,4,28446,20,91027.2,20804.21,UPI
11024,8/22/2025,Vaibhav Borra,East,Patna,Beauty,Foundation,Foundation Illum,5,33373,5,158521.75,33381.87,COD
11025,2/20/2024,Mohanlal Kar,South,Thiruvananthapuram,Toys,Doll,Doll Dolorum,3,5586,20,13406.4,3144.07,Net Banking
11026,3/21/2025,Zeeshan Bajaj,South,Chennai,Toys,Doll,Doll Incidunt,4,76233,0,304932,36668.09,UPI
11027,12/11/2024,Romil Ghose,East,Guwahati,Electronics,Headphones,Headphones At,1,46679,15,39677.15,9112.81,COD
11028,3/12/2024,Prisha Gopal,South,Chennai,Electronics,Mobile,Mobile Fugiat,3,28359,5,80823.15,7678.45,UPI
11029,4/7/2025,Jayant Sem,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Voluptate,4,41906,20,134099.2,22270.89,Net Banking
11030,7/28/2024,Samar Bhalla,West,Surat,Books,Biography,Biography Non,5,7394,0,36970,4223.29,Debit Card
11031,1/8/2025,Shayak Chaudhary,North,Amritsar,Clothing,Accessories,Accessories Repellendus,2,66329,15,112759.3,16441.9,Debit Card
11032,5/20/2025,Kimaya Kakar,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Accusamus,5,33747,10,151861.5,26812.07,Net Banking
11033,10/29/2023,Dhruv Bahl,North,Lucknow,Toys,Action Figure,Action Figure Natus,2,731,15,1242.7,114.31,Credit Card
11034,6/4/2025,Yuvaan Vig,West,Surat,Clothing,Kids Wear,Kids Wear Nemo,4,37118,5,141048.4,13478.66,COD
11035,1/24/2025,Lakshit Sridhar,East,Guwahati,Home Decor,Clock,Clock Iure,3,29284,20,70281.6,15372.19,Debit Card
11036,9/9/2024,Khushi Dugal,East,Kolkata,Home Decor,Clock,Clock Dolor,1,15109,10,13598.1,2934.86,Net Banking
11037,2/6/2024,Sahil Kale,East,Bhubaneswar,Beauty,Foundation,Foundation Totam,1,19290,5,18325.5,2830.27,UPI
11038,8/29/2024,Kimaya Issac,East,Guwahati,Beauty,Face Cream,Face Cream Voluptas,4,54082,20,173062.4,31705.38,Net Banking
11039,2/24/2025,Chirag Bera,South,Chennai,Beauty,Lipstick,Lipstick Esse,2,16234,5,30844.6,6972.64,Credit Card
11040,9/6/2024,Devansh Walia,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Modi,1,44624,20,35699.2,4378.39,Net Banking
11041,3/23/2025,Riya Bhandari,South,Chennai,Home Decor,Lamp,Lamp Nostrum,3,20681,0,62043,10538.83,Credit Card
11042,10/26/2023,Neelofar Banerjee,West,Pune,Clothing,Women's Wear,Women's Wear Tenetur,1,1071,5,1017.45,146.99,Debit Card
11043,10/7/2023,Aaryahi Mahajan,West,Ahmedabad,Sports,Dumbbells,Dumbbells Voluptates,1,10248,10,9223.2,789.51,Net Banking
11044,6/13/2024,Mamooty Shankar,West,Ahmedabad,Kitchen,Cookware Set,Cookware Set Quidem,3,30343,5,86477.55,14191.99,Net Banking
11045,8/1/2025,Farhan De,West,Ahmedabad,Groceries,Spices,Spices Quibusdam,4,68181,0,272724,47541.58,Credit Card
11046,9/13/2025,Anahi Date,South,Chennai,Electronics,Headphones,Headphones Sed,3,44804,0,134412,16686.39,Debit Card
11047,3/15/2024,Parinaaz Datta,West,Ahmedabad,Home Decor,Vase,Vase Ea,5,65619,5,311690.25,67820.74,Net Banking
11048,5/12/2024,Rania Mand,South,Coimbatore,Books,Non-Fiction,Non-Fiction Cum,2,67113,5,127514.7,19052.36,Net Banking
11049,5/4/2025,Rania Sanghvi,West,Pune,Books,Biography,Biography Deserunt,2,20114,15,34193.8,7109.46,UPI
11050,10/28/2023,Anahi Date,West,Mumbai,Home Decor,Lamp,Lamp Sed,2,10531,5,20008.9,1003.16,COD
11051,1/28/2025,Zain Sha,West,Surat,Books,Biography,Biography Repudiandae,1,46017,0,46017,11480.17,COD
11052,11/11/2024,Hunar Seth,East,Patna,Beauty,Face Cream,Face Cream Nisi,5,34608,20,138432,13386.86,UPI
11053,9/3/2025,Mohanlal Sha,East,Guwahati,Home Decor,Cushion,Cushion Praesentium,5,23060,10,103770,18282.64,Debit Card
11054,2/28/2024,Farhan Dave,North,Amritsar,Beauty,Perfume,Perfume Veniam,4,53624,0,214496,13543.77,Net Banking
11055,10/2/2024,Myra Dua,South,Thiruvananthapuram,Groceries,Oil,Oil Iusto,5,53156,0,265780,45958.29,Credit Card
11056,4/13/2024,Suhana Mani,North,Jaipur,Toys,RC Car,RC Car Ab,4,69925,20,223760,18817.06,Debit Card
11057,12/11/2024,Shanaya Devan,West,Mumbai,Toys,Puzzle,Puzzle Tempora,5,28450,5,135137.5,8543.18,COD
